decade	Country	Number of Records	Year	child_mortality	child_mortality_rate	fertility	gdp	gdp_growth	life	pop_growth	population	region
01/01/2000	Vanuatu	1	01/01/2009	28.4	0.0284	3.549	2970	0.008831522	70.461	0.02521	233790	East Asia & Pacific
01/01/2000	Vietnam	1	01/01/2009	25.5	0.0255	1.843	4260	0.042839657	75.344	0.011044	86901173	East Asia & Pacific
01/01/2010	Brunei	1	01/01/2010	9.3	0.0093	2.051	70636	0.010182484	77.956	0.018076	398920	East Asia & Pacific
01/01/2010	Cambodia	1	01/01/2010	43.1	0.0431	2.966	2513	0.04317144	70.811	0.011472	14138255	East Asia & Pacific
01/01/2010	China	1	01/01/2010	15.7	0.0157	1.65	9430	0.100992411	74.868	0.004814	1341335152	East Asia & Pacific
01/01/2010	Fiji	1	01/01/2010	23.9	0.0239	2.67	7098	0.019974134	69.258	0.009738	860623	East Asia & Pacific
01/01/2010	French Polynesia	1	01/01/2010	8.64	0.00864	2.11			75.618	0.011502	270764	East Asia & Pacific
01/01/2010	Guam	1	01/01/2010	12.15	0.01215	2.472			78.046	0.012318	179896	East Asia & Pacific
01/01/2010	Hong Kong, China	1	01/01/2010	2.85	0.00285	1.075	48108	0.059881031	82.84	0.009332	7053189	East Asia & Pacific
01/01/2010	Indonesia	1	01/01/2010	33.1	0.0331	2.434	8498	0.048100641	70.185	0.010347	239870937	East Asia & Pacific
01/01/2010	Japan	1	01/01/2010	3.2	0.0032	1.374	34404	0.046350365	83.092	-0.000125	126535920	East Asia & Pacific
01/01/2010	Kiribati	1	01/01/2010	62.9	0.0629	3.048	1729	-0.020396601	67.945	0.015496	99546	East Asia & Pacific
01/01/2010	Korea, Dem. Rep.	1	01/01/2010		0	2.003			69.118	0.004458	24346229	East Asia & Pacific
01/01/2010	Korea, Rep.	1	01/01/2010		0	1.266			80.772	0.00458	48183584	East Asia & Pacific
01/01/2010	Laos	1	01/01/2010		0	3.29			66.957	0.01452	6200894	East Asia & Pacific
01/01/2010	Macao, China	1	01/01/2010	6.14	0.00614	1.003	98722	0.24396114	79.754	0.023458	543656	East Asia & Pacific
01/01/2010	Malaysia	1	01/01/2010	8.3	0.0083	2.002	20398	0.055797101	74.479	0.016159	28401017	East Asia & Pacific
01/01/2010	Micronesia, Fed. Sts.	1	01/01/2010	40.7	0.0407	3.46	3337	0.028985507	68.654	0.003506	111064	East Asia & Pacific
01/01/2010	Mongolia	1	01/01/2010	30	0.03	2.437	7708	0.047709664	66.825	0.016352	2756001	East Asia & Pacific
01/01/2010	Myanmar	1	01/01/2010	59.3	0.0593	2.003	3077	0.032896945	64.658	0.007597	47963012	East Asia & Pacific
01/01/2010	New Caledonia	1	01/01/2010	16.32	0.01632	2.193			75.674	0.016079	250870	East Asia & Pacific
01/01/2010	New Zealand	1	01/01/2010	6.2	0.0062	2.115	31824	0.00318381	80.67	0.010528	4368136	East Asia & Pacific
01/01/2010	Papua New Guinea	1	01/01/2010	66.1	0.0661	3.954	2163	0.052554745	61.994	0.023109	6858266	East Asia & Pacific
01/01/2010	Philippines	1	01/01/2010	31.9	0.0319	3.151	5614	0.058446456	68.207	0.016986	93260798	East Asia & Pacific
01/01/2010	Samoa	1	01/01/2010	18.7	0.0187	4.338	5405	-0.002399409	72.283	0.003728	183081	East Asia & Pacific
01/01/2010	Singapore	1	01/01/2010	2.8	0.0028	1.261	72056	0.132172711	81.788	0.028464	5086418	East Asia & Pacific
01/01/2010	Solomon Islands	1	01/01/2010	32.1	0.0321	4.236	1787	0.045640726	67.027	0.026755	538148	East Asia & Pacific
01/01/2010	Taiwan	1	01/01/2010		0	0.895	39085	0.071086021	79.15	0.00222	23025000	East Asia & Pacific
01/01/2010	Thailand	1	01/01/2010	14.5	0.0145	1.443	12822	0.076122535	73.852	0.006056	69122234	East Asia & Pacific
01/01/2010	Timor-Leste	1	01/01/2010	63.8	0.0638	6.237	1777	0.07566586	65.952	0.022246	1124355	East Asia & Pacific
01/01/2010	Tonga	1	01/01/2010	17.4	0.0174	3.914	4945	0.036253143	72.209	0.005207	104058	East Asia & Pacific
01/01/2010	Vanuatu	1	01/01/2010	28.5	0.0285	3.499	2948	-0.007407407	70.761	0.02507	239651	East Asia & Pacific
01/01/2010	Vietnam	1	01/01/2010	24.8	0.0248	1.82	4486	0.053051643	75.49	0.010901	87848445	East Asia & Pacific
01/01/2010	Brunei	1	01/01/2011	9.5	0.0095	2.031	71991	0.019182853	78.153	0.017592	405938	East Asia & Pacific
01/01/2010	Cambodia	1	01/01/2011	39.3	0.0393	2.929	2646	0.052924791	71.22	0.011807	14305183	East Asia & Pacific
01/01/2010	China	1	01/01/2011	14.5	0.0145	1.657	10274	0.089501591	75.023	0.004645	1347565324	East Asia & Pacific
01/01/2010	Fiji	1	01/01/2011	23.7	0.0237	2.641	7228	0.018315018	69.442	0.009043	868406	East Asia & Pacific
01/01/2010	French Polynesia	1	01/01/2011	8.24	0.00824	2.092			75.838	0.011128	273777	East Asia & Pacific
01/01/2010	Guam	1	01/01/2011	11.76	0.01176	2.448			78.316	0.012313	182111	East Asia & Pacific
01/01/2010	Hong Kong, China	1	01/01/2011	2.75	0.00275	1.095	50086	0.041115823	83.019	0.009783	7122187	East Asia & Pacific
01/01/2010	Indonesia	1	01/01/2011	31.7	0.0317	2.403	8907	0.048128972	70.408	0.010233	242325638	East Asia & Pacific
01/01/2010	Japan	1	01/01/2011	3.4	0.0034	1.389	34316	-0.002557842	83.255	-0.000306	126497241	East Asia & Pacific
01/01/2010	Kiribati	1	01/01/2011	61.7	0.0617	3.014	1750	0.012145749	68.269	0.015541	101093	East Asia & Pacific
01/01/2010	Korea, Dem. Rep.	1	01/01/2011		0	2			69.399	0.004315	24451285	East Asia & Pacific
01/01/2010	Korea, Rep.	1	01/01/2011		0	1.285			81.045	0.004312	48391343	East Asia & Pacific
01/01/2010	Laos	1	01/01/2011		0	3.2			67.414	0.014053	6288037	East Asia & Pacific
01/01/2010	Macao, China	1	01/01/2011	5.86	0.00586	1.031	117188	0.187050505	79.971	0.022211	555731	East Asia & Pacific
01/01/2010	Malaysia	1	01/01/2011	8.4	0.0084	1.986	21096	0.034219041	74.656	0.016131	28859154	East Asia & Pacific
01/01/2010	Micronesia, Fed. Sts.	1	01/01/2011	39.4	0.0394	3.402	3412	0.022475277	68.77	0.004304	111542	East Asia & Pacific
01/01/2010	Mongolia	1	01/01/2011	28	0.028	2.447	8905	0.155293202	67.063	0.016006	2800114	East Asia & Pacific
01/01/2010	Myanmar	1	01/01/2011	57.2	0.0572	1.98	3181	0.033799155	64.837	0.007792	48336763	East Asia & Pacific
01/01/2010	New Caledonia	1	01/01/2011	15.86	0.01586	2.172			75.882	0.015729	254816	East Asia & Pacific
01/01/2010	New Zealand	1	01/01/2011	6.1	0.0061	2.096	32283	0.014423077	80.829	0.010616	4414509	East Asia & Pacific
01/01/2010	Papua New Guinea	1	01/01/2011	64.3	0.0643	3.896	2341	0.082293111	62.15	0.022683	7013829	East Asia & Pacific
01/01/2010	Philippines	1	01/01/2011	31.2	0.0312	3.111	5721	0.019059494	68.372	0.017062	94852030	East Asia & Pacific
01/01/2010	Samoa	1	01/01/2011	18.6	0.0186	4.277	5675	0.049953747	72.575	0.004331	183874	East Asia & Pacific
01/01/2010	Singapore	1	01/01/2011	2.8	0.0028	1.267	74949	0.040149328	81.981	0.019958	5187933	East Asia & Pacific
01/01/2010	Solomon Islands	1	01/01/2011	31.4	0.0314	4.168	1975	0.105204253	67.251	0.026236	552267	East Asia & Pacific
01/01/2010	Taiwan	1	01/01/2011		0	1.065	39059	-0.000665217	79.15	0.002041	23072000	East Asia & Pacific
01/01/2010	Thailand	1	01/01/2011	14	0.014	1.427	12798	-0.001871783	74.046	0.005734	69518555	East Asia & Pacific
01/01/2010	Timor-Leste	1	01/01/2011	61.1	0.0611	6.111	1940	0.091727631	66.502	0.026219	1153834	East Asia & Pacific
01/01/2010	Tonga	1	01/01/2011	17.5	0.0175	3.864	5023	0.015773509	72.361	0.004334	104509	East Asia & Pacific
01/01/2010	Vanuatu	1	01/01/2011	28.6	0.0286	3.456	2916	-0.010854817	71.055	0.024903	245619	East Asia & Pacific
01/01/2010	Vietnam	1	01/01/2011	24.2	0.0242	1.794	4717	0.051493535	75.641	0.010741	88791996	East Asia & Pacific
01/01/2010	Brunei	1	01/01/2012	9.8	0.0098	2.012	71664	-0.004542234	78.35	0.017131	412892	East Asia & Pacific
01/01/2010	Cambodia	1	01/01/2012	35.8	0.0358	2.894	2790	0.054421769	71.577	0.012103	14478320	East Asia & Pacific
01/01/2010	China	1	01/01/2012	13.4	0.0134	1.663	11017	0.072318474	75.178	0.004479	1353600687	East Asia & Pacific
01/01/2010	Fiji	1	01/01/2012	23.5	0.0235	2.615	7303	0.010376314	69.626	0.00854	875822	East Asia & Pacific
01/01/2010	French Polynesia	1	01/01/2012	7.84	0.00784	2.075			76.048	0.01079	276731	East Asia & Pacific
01/01/2010	Guam	1	01/01/2012	11.39	0.01139	2.426			78.586	0.012207	184334	East Asia & Pacific
01/01/2010	Hong Kong, China	1	01/01/2012	2.67	0.00267	1.115	50347	0.005211037	83.199	0.010427	7196450	East Asia & Pacific
01/01/2010	Indonesia	1	01/01/2012	30.4	0.0304	2.37	9327	0.047153924	70.624	0.010083	244769110	East Asia & Pacific
01/01/2010	Japan	1	01/01/2012	3	0.003	1.405	34988	0.019582702	83.418	-0.000495	126434653	East Asia & Pacific
01/01/2010	Kiribati	1	01/01/2012	60.4	0.0604	2.982	1772	0.012571429	68.59	0.015501	102660	East Asia & Pacific
01/01/2010	Korea, Dem. Rep.	1	01/01/2012		0	1.995			69.701	0.004187	24553672	East Asia & Pacific
01/01/2010	Korea, Rep.	1	01/01/2012		0	1.303			81.294	0.004071	48588326	East Asia & Pacific
01/01/2010	Laos	1	01/01/2012		0	3.108			67.865	0.01366	6373934	East Asia & Pacific
01/01/2010	Macao, China	1	01/01/2012	5.59	0.00559	1.058	125515	0.071056763	80.186	0.021071	567441	East Asia & Pacific
01/01/2010	Malaysia	1	01/01/2012	8.4	0.0084	1.975	21920	0.039059537	74.836	0.016031	29321798	East Asia & Pacific
01/01/2010	Micronesia, Fed. Sts.	1	01/01/2012	38.2	0.0382	3.347	3428	0.004689332	68.882	0.004985	112098	East Asia & Pacific
01/01/2010	Mongolia	1	01/01/2012	26.2	0.0262	2.446	9851	0.106232454	67.286	0.015702	2844081	East Asia & Pacific
01/01/2010	Myanmar	1	01/01/2012	55.3	0.0553	1.959	3346	0.051870481	65.009	0.008019	48724387	East Asia & Pacific
01/01/2010	New Caledonia	1	01/01/2012	15.43	0.01543	2.149			76.092	0.01538	258735	East Asia & Pacific
01/01/2010	New Zealand	1	01/01/2012	6	0.006	2.074	32806	0.016200477	80.982	0.01059	4461257	East Asia & Pacific
01/01/2010	Papua New Guinea	1	01/01/2012	62.5	0.0625	3.838	2476	0.057667663	62.288	0.022282	7170112	East Asia & Pacific
01/01/2010	Philippines	1	01/01/2012	30.4	0.0304	3.076	6005	0.049641671	68.538	0.017073	96471461	East Asia & Pacific
01/01/2010	Samoa	1	01/01/2012	18.5	0.0185	4.212	5654	-0.003700441	72.867	0.004884	184772	East Asia & Pacific
01/01/2010	Singapore	1	01/01/2012	2.8	0.0028	1.275	75630	0.009086179	82.155	0.013174	5256278	East Asia & Pacific
01/01/2010	Solomon Islands	1	01/01/2012	30.7	0.0307	4.099	2024	0.024810127	67.465	0.025738	566481	East Asia & Pacific
01/01/2010	Taiwan	1	01/01/2012		0	1.27	39482	0.01082977	79.45	0.00182	23114000	East Asia & Pacific
01/01/2010	Thailand	1	01/01/2012	13.5	0.0135	1.412	13586	0.061572121	74.225	0.005374	69892142	East Asia & Pacific
01/01/2010	Timor-Leste	1	01/01/2012	58.7	0.0587	5.983	2040	0.051546392	67.033	0.028912	1187194	East Asia & Pacific
01/01/2010	Tonga	1	01/01/2012	17.5	0.0175	3.815	5032	0.001791758	72.516	0.003655	104891	East Asia & Pacific
01/01/2010	Vanuatu	1	01/01/2012	28.6	0.0286	3.419	2902	-0.004801097	71.344	0.024652	251674	East Asia & Pacific
01/01/2010	Vietnam	1	01/01/2012	23.5	0.0235	1.768	4912	0.041339835	75.793	0.010567	89730274	East Asia & Pacific
01/01/2010	Brunei	1	01/01/2013	10	0.01	1.994	69474	-0.030559277	78.547	0.016663	419772	East Asia & Pacific
01/01/2010	Cambodia	1	01/01/2013	32.9	0.0329	2.861	2942	0.054480287	71.916	0.012273	14656016	East Asia & Pacific
01/01/2010	China	1	01/01/2013	12.3	0.0123	1.668	11805	0.071525824	75.331	0.004261	1359368470	East Asia & Pacific
01/01/2010	Fiji	1	01/01/2013	23.2	0.0232	2.588	7502	0.027249076	69.81	0.008039	882863	East Asia & Pacific
01/01/2010	French Polynesia	1	01/01/2013	7.46	0.00746	2.058			76.257	0.010483	279632	East Asia & Pacific
01/01/2010	Guam	1	01/01/2013	11.03	0.01103	2.405			78.854	0.012087	186562	East Asia & Pacific
01/01/2010	Hong Kong, China	1	01/01/2013	2.58	0.00258	1.135	51656	0.025999563	83.378	0.010794	7274125	East Asia & Pacific
01/01/2010	Indonesia	1	01/01/2013	29.3	0.0293	2.338	9729	0.043100675	70.833	0.009883	247188189	East Asia & Pacific
01/01/2010	Japan	1	01/01/2013	2.9	0.0029	1.419	35614	0.017891849	83.58	-0.000707	126345235	East Asia & Pacific
01/01/2010	Kiribati	1	01/01/2013	58.9	0.0589	2.952	1796	0.013544018	68.905	0.015498	104251	East Asia & Pacific
01/01/2010	Korea, Dem. Rep.	1	01/01/2013		0	1.988			69.999	0.004101	24654358	East Asia & Pacific
01/01/2010	Korea, Rep.	1	01/01/2013		0	1.321			81.535	0.003837	48774767	East Asia & Pacific
01/01/2010	Laos	1	01/01/2013		0	3.02			68.309	0.013332	6458911	East Asia & Pacific
01/01/2010	Macao, China	1	01/01/2013	5.33	0.00533	1.083	136540	0.087838107	80.4	0.020095	578844	East Asia & Pacific
01/01/2010	Malaysia	1	01/01/2013	8.4	0.0084	1.964	22589	0.030520073	75.017	0.015872	29787203	East Asia & Pacific
01/01/2010	Micronesia, Fed. Sts.	1	01/01/2013	37	0.037	3.294	3286	-0.041423571	68.993	0.005602	112726	East Asia & Pacific
01/01/2010	Mongolia	1	01/01/2013	24.7	0.0247	2.436	10833	0.099685311	67.503	0.015394	2887863	East Asia & Pacific
01/01/2010	Myanmar	1	01/01/2013	53.5	0.0535	1.938	3526	0.053795577	65.176	0.008112	49119646	East Asia & Pacific
01/01/2010	New Caledonia	1	01/01/2013	15	0.015	2.127			76.306	0.014957	262605	East Asia & Pacific
01/01/2010	New Zealand	1	01/01/2013	5.9	0.0059	2.052	33360	0.016887155	81.132	0.010515	4508166	East Asia & Pacific
01/01/2010	Papua New Guinea	1	01/01/2013	60.9	0.0609	3.781	2558	0.033117932	62.421	0.02192	7327281	East Asia & Pacific
01/01/2010	Philippines	1	01/01/2013	29.6	0.0296	3.043	6326	0.053455454	68.703	0.017014	98112780	East Asia & Pacific
01/01/2010	Samoa	1	01/01/2013	18.2	0.0182	4.147	5502	-0.026883622	73.156	0.005169	185727	East Asia & Pacific
01/01/2010	Singapore	1	01/01/2013	2.8	0.0028	1.282	77721	0.027647759	82.322	0.008492	5300914	East Asia & Pacific
01/01/2010	Solomon Islands	1	01/01/2013	29.9	0.0299	4.031	2041	0.008399209	67.675	0.025261	580791	East Asia & Pacific
01/01/2010	Taiwan	1	01/01/2013		0	1.065	40214	0.018540094	79.75	0.001601	23151000	East Asia & Pacific
01/01/2010	Thailand	1	01/01/2013	13.1	0.0131	1.399	13932	0.025467393	74.401	0.005024	70243267	East Asia & Pacific
01/01/2010	Timor-Leste	1	01/01/2013	56.5	0.0565	5.855	2093	0.025980392	67.538	0.03072	1223665	East Asia & Pacific
01/01/2010	Tonga	1	01/01/2013	17.3	0.0173	3.767	4879	-0.030405405	72.673	0.003566	105265	East Asia & Pacific
01/01/2010	Vanuatu	1	01/01/2013	28.4	0.0284	3.382	2895	-0.00241213	71.626	0.024389	257812	East Asia & Pacific
01/01/2010	Vietnam	1	01/01/2013	22.9	0.0229	1.743	5125	0.043363192	75.945	0.010323	90656550	East Asia & Pacific
01/01/1960	Bosnia and Herzegovina	1	01/01/1964	117.16	0.11716	3.619	2152		62.814		3357005	Europe & Central Asia
01/01/1960	Bulgaria	1	01/01/1964	45.6	0.0456	2.181	6110		71.14		8140705	Europe & Central Asia
01/01/1960	Channel Islands	1	01/01/1964		0	2.551			71.143		113765	Europe & Central Asia
01/01/1960	Croatia	1	01/01/1964	65.67	0.06567	2.211	9476		66.3		4108808	Europe & Central Asia
01/01/1960	Cyprus	1	01/01/1964	36.77	0.03677	3.249	6563		70.895		578710	Europe & Central Asia
01/01/1960	Czech Rep.	1	01/01/1964		0	2.123			70.58		9661235	Europe & Central Asia
01/01/1960	Denmark	1	01/01/1964	22.1	0.0221	2.602	18228		72.52		4722383	Europe & Central Asia
01/01/1960	Estonia	1	01/01/1964	36.22	0.03622	1.953	7728		70.64		1275487	Europe & Central Asia
01/01/1960	Finland	1	01/01/1964	21.3	0.0213	2.58	12389		69.37		4545748	Europe & Central Asia
01/01/1960	France	1	01/01/1964	23.4	0.0234	2.8	13969		71.32		48194218	Europe & Central Asia
01/01/1960	Georgia	1	01/01/1964	85.37	0.08537	2.864	3707		65.293		4419666	Europe & Central Asia
01/01/1960	Germany	1	01/01/1964	34.49	0.03449	2.494	17100		70.65110012		75363329	Europe & Central Asia
01/01/1960	Greece	1	01/01/1964	49.4	0.0494	2.259	8197		69.493		8509724	Europe & Central Asia
01/01/1960	Greenland	1	01/01/1964		0	7.27	7181		63.236535		37810	Europe & Central Asia
01/01/1960	Hungary	1	01/01/1964	50.6	0.0506	1.876	11083		69.48		10107595	Europe & Central Asia
01/01/1960	Iceland	1	01/01/1964	19.7	0.0197	3.736	13450		73.57		189148	Europe & Central Asia
01/01/1960	Ireland	1	01/01/1964	30.1	0.0301	3.987	9215		70.49		2860976	Europe & Central Asia
01/01/1960	Italy	1	01/01/1964	43.1	0.0431	2.5	12343		70.4		51054762	Europe & Central Asia
01/01/1960	Kazakhstan	1	01/01/1964	108.03	0.10803	4.201	9418		60.196		11577537	Europe & Central Asia
01/01/1960	Kyrgyzstan	1	01/01/1964		0	5.317			58.055		2490244	Europe & Central Asia
01/01/1960	Latvia	1	01/01/1964	32.12	0.03212	1.819	6134		71.55		2236535	Europe & Central Asia
01/01/1960	Lithuania	1	01/01/1964	37.22	0.03722	2.378	10728		71.94		2927610	Europe & Central Asia
01/01/1960	Luxembourg	1	01/01/1964	29.2	0.0292	2.374	25235		69.07		328603	Europe & Central Asia
01/01/1960	Macedonia, FYR	1	01/01/1964	157.45	0.15745	3.446	4987		63.06		1462410	Europe & Central Asia
01/01/1960	Malta	1	01/01/1964	35.4	0.0354	2.798	2830		68.839		307119	Europe & Central Asia
01/01/1960	Moldova	1	01/01/1964	87.48	0.08748	2.989	4162		63.496		3275331	Europe & Central Asia
01/01/1960	Montenegro	1	01/01/1964	73.53	0.07353	3.093	8135		66.411		500745	Europe & Central Asia
01/01/1960	Netherlands	1	01/01/1964	18.8	0.0188	3.17	15204		73.73		12055386	Europe & Central Asia
01/01/1960	Norway	1	01/01/1964	20.4	0.0204	2.96	18118		73.61		3693750	Europe & Central Asia
01/01/1960	Poland	1	01/01/1964	49.3	0.0493	2.5	7078		68.8		30740557	Europe & Central Asia
01/01/1960	Portugal	1	01/01/1964	91	0.091	3.189	6902		65.24		8925792	Europe & Central Asia
01/01/1960	Romania	1	01/01/1964	77.2	0.0772	1.946902655	7512		67.73		18870340	Europe & Central Asia
01/01/1960	Russia	1	01/01/1964	41.18	0.04118	2.16	11836		69.85		125644787	Europe & Central Asia
01/01/1960	Serbia	1	01/01/1964	62.76	0.06276	2.517	8367		65.05		7831873	Europe & Central Asia
01/01/1960	Slovak Republic	1	01/01/1964	32.66	0.03266	2.779	9135		71.09		4302571	Europe & Central Asia
01/01/1960	Slovenia	1	01/01/1964	35.68	0.03568	2.34	10057		69.197		1621265	Europe & Central Asia
01/01/1960	Spain	1	01/01/1964	42.9	0.0429	2.826	8611		70.58		31764645	Europe & Central Asia
01/01/1960	Sweden	1	01/01/1964	17.1	0.0171	2.475	18434		73.73		7676568	Europe & Central Asia
01/01/1960	Switzerland	1	01/01/1964	23.6	0.0236	2.564	30886		72.2		5729362	Europe & Central Asia
01/01/1960	Tajikistan	1	01/01/1964	172.62	0.17262	6.433	3769		57.84		2424189	Europe & Central Asia
01/01/1960	Turkey	1	01/01/1964	221.9	0.2219	6.029	5296		48.313		31109820	Europe & Central Asia
01/01/1960	Turkmenistan	1	01/01/1964	132.98	0.13298	6.663	7952		56.181		1829697	Europe & Central Asia
01/01/1960	Ukraine	1	01/01/1964	45.18	0.04518	2.07	6239		72.19		44868657	Europe & Central Asia
01/01/1960	United Kingdom	1	01/01/1964	24.2	0.0242	2.791	15067		71.62		54006245	Europe & Central Asia
01/01/1960	Uzbekistan	1	01/01/1964	163.99	0.16399	6.777	2636		60.682		9888629	Europe & Central Asia
01/01/1960	Bosnia and Herzegovina	1	01/01/1965	109.4	0.1094	3.495	2164	0.005576208	63.377	0.011736	3396402	Europe & Central Asia
01/01/1960	Bulgaria	1	01/01/1965	45	0.045	2.165	6432	0.052700491	71.3	0.007787	8204095	Europe & Central Asia
01/01/1960	Channel Islands	1	01/01/1965		0	2.526			71.265	0.010627	114974	Europe & Central Asia
01/01/1960	Croatia	1	01/01/1965	60.35	0.06035	2.177	9636	0.016884762	66.662	0.003113	4121599	Europe & Central Asia
01/01/1960	Cyprus	1	01/01/1965	36.64	0.03664	3.133	6831	0.040834984	71.197	0.004054	581056	Europe & Central Asia
01/01/1960	Czech Rep.	1	01/01/1965		0	2.069			70.27	0.002596	9686318	Europe & Central Asia
01/01/1960	Denmark	1	01/01/1965	21.1	0.0211	2.61	18917	0.037798991	72.4	0.007774	4759095	Europe & Central Asia
01/01/1960	Estonia	1	01/01/1965	29.98	0.02998	1.967	8069	0.044125259	70.71	0.012159	1290996	Europe & Central Asia
01/01/1960	Finland	1	01/01/1965	20.2	0.0202	2.46	13006	0.049802244	69.13	0.004016	4564002	Europe & Central Asia
01/01/1960	France	1	01/01/1965	22.3	0.0223	2.772	14514	0.039014962	71.15	0.011632	48754817	Europe & Central Asia
01/01/1960	Georgia	1	01/01/1965	83.69	0.08369	2.801	3877	0.045859185	65.696	0.013084	4477493	Europe & Central Asia
01/01/1960	Germany	1	01/01/1965	32.67	0.03267	2.479	17838	0.043157895	70.63449753	0.007966	75963700	Europe & Central Asia
01/01/1960	Greece	1	01/01/1965	47.7	0.0477	2.289	8931	0.089544955	69.699	0.004851	8551005	Europe & Central Asia
01/01/1960	Greenland	1	01/01/1965		0	6.96	7583	0.055981061	63.6181293	0.037159	39215	Europe & Central Asia
01/01/1960	Hungary	1	01/01/1965	49	0.049	1.888	11173	0.008120545	69.17	0.003292	10140871	Europe & Central Asia
01/01/1960	Iceland	1	01/01/1965	19.1	0.0191	3.599	14173	0.053754647	73.84	0.015078	192000	Europe & Central Asia
01/01/1960	Ireland	1	01/01/1965	28.6	0.0286	3.949	9350	0.014650027	70.69	0.004801	2874711	Europe & Central Asia
01/01/1960	Italy	1	01/01/1965	41	0.041	2.517	12599	0.020740501	70.27	0.00781	51453513	Europe & Central Asia
01/01/1960	Kazakhstan	1	01/01/1965	104.3	0.1043	4.059	9836	0.044383096	60.632	0.02863	11909001	Europe & Central Asia
01/01/1960	Kyrgyzstan	1	01/01/1965		0	5.266			58.505	0.03343	2573494	Europe & Central Asia
01/01/1960	Latvia	1	01/01/1965	28.18	0.02818	1.809	6403	0.043853929	71.22	0.010946	2261016	Europe & Central Asia
01/01/1960	Lithuania	1	01/01/1965	32.28	0.03228	2.348	11208	0.044742729	71.69	0.013271	2966462	Europe & Central Asia
01/01/1960	Luxembourg	1	01/01/1965	28.1	0.0281	2.342	25359	0.00491381	69.4	0.008831	331505	Europe & Central Asia
01/01/1960	Macedonia, FYR	1	01/01/1965	150.94	0.15094	3.358	5075	0.017645879	63.642	0.012983	1481397	Europe & Central Asia
01/01/1960	Malta	1	01/01/1965	34.3	0.0343	2.592	3015	0.065371025	69.132	-0.004129	305851	Europe & Central Asia
01/01/1960	Moldova	1	01/01/1965	83.79	0.08379	2.891	4342	0.043248438	63.856	0.018369	3335497	Europe & Central Asia
01/01/1960	Montenegro	1	01/01/1965	69.57	0.06957	2.994	8288	0.018807621	66.99	0.011784	506646	Europe & Central Asia
01/01/1960	Netherlands	1	01/01/1965	18.3	0.0183	3.04	15834	0.041436464	73.6	0.01311	12213435	Europe & Central Asia
01/01/1960	Norway	1	01/01/1965	19.7	0.0197	2.93	18980	0.047576995	73.73	0.007919	3723001	Europe & Central Asia
01/01/1960	Poland	1	01/01/1965	45.9	0.0459	2.413	7409	0.046764623	69.5	0.012396	31121621	Europe & Central Asia
01/01/1960	Portugal	1	01/01/1965	85.2	0.0852	3.18	7413	0.074036511	66.19	-0.002945	8899506	Europe & Central Asia
01/01/1960	Romania	1	01/01/1965	77.1	0.0771	1.886725664	7959	0.059504792	67.777	0.008567	19031999	Europe & Central Asia
01/01/1960	Russia	1	01/01/1965	38.77	0.03877	2.087	12363	0.044525177	69.44	0.008789	126749106	Europe & Central Asia
01/01/1960	Serbia	1	01/01/1965	61.09	0.06109	2.49	8481	0.013624955	65.555	0.007339	7889351	Europe & Central Asia
01/01/1960	Slovak Republic	1	01/01/1965	36.19	0.03619	2.703	9405	0.02955665	70.3	0.009704	4344322	Europe & Central Asia
01/01/1960	Slovenia	1	01/01/1965	34.04	0.03404	2.341	10231	0.017301382	69.217	0.005572	1630299	Europe & Central Asia
01/01/1960	Spain	1	01/01/1965	40.8	0.0408	2.834	9106	0.057484613	70.99	0.010827	32108561	Europe & Central Asia
01/01/1960	Sweden	1	01/01/1965	16.3	0.0163	2.413	19142	0.038407291	73.88	0.007482	7734003	Europe & Central Asia
01/01/1960	Switzerland	1	01/01/1965	22.6	0.0226	2.528	31531	0.020883248	72.33	0.017537	5829839	Europe & Central Asia
01/01/1960	Tajikistan	1	01/01/1965	170.01	0.17001	6.513	3930	0.042716901	58.258	0.036426	2512493	Europe & Central Asia
01/01/1960	Turkey	1	01/01/1965	215.4	0.2154	5.951	5309	0.002454683	49.037	0.023407	31837999	Europe & Central Asia
01/01/1960	Turkmenistan	1	01/01/1965	128.76	0.12876	6.616	8309	0.044894366	56.604	0.032958	1890000	Europe & Central Asia
01/01/1960	Ukraine	1	01/01/1965	43.35	0.04335	2.032	6515	0.044237859	71.63	0.010516	45340503	Europe & Central Asia
01/01/1960	United Kingdom	1	01/01/1965	23.4	0.0234	2.757	15292	0.014933298	71.61	0.006363	54349899	Europe & Central Asia
01/01/1960	Uzbekistan	1	01/01/1965	161.19	0.16119	6.748	2753	0.044385432	61.104	0.034876	10233502	Europe & Central Asia
01/01/1960	Bosnia and Herzegovina	1	01/01/1966	102.15	0.10215	3.367	2234	0.032347505	63.935	0.010679	3432671	Europe & Central Asia
01/01/1960	Bulgaria	1	01/01/1966	44.5	0.0445	2.151	6891	0.07136194	71.23	0.007488	8265527	Europe & Central Asia
01/01/1960	Channel Islands	1	01/01/1966		0	2.475			71.391	0.010663	116200	Europe & Central Asia
01/01/1960	Croatia	1	01/01/1966	55.46	0.05546	2.141	10057	0.043690328	67.018	0.002506	4131926	Europe & Central Asia
01/01/1960	Cyprus	1	01/01/1966	36.5	0.0365	3.01	7110	0.040843215	71.491	0.007476	585400	Europe & Central Asia
01/01/1960	Czech Rep.	1	01/01/1966		0	2.026			70.49	0.002179	9707426	Europe & Central Asia
